disc_era,hostname_canon,n_planets,avg_pl_rade,avg_pl_bmasse
2020s,toi-1772,1,2.905,8.78
2020s,toi-1775,1,8.047,96.0
2020s,toi-1776,1,1.216,1.4
2020s,toi-1777,1,2.246,5.67
2020s,toi-1789,1,16.141,222.48
2020s,toi-1794,1,3.297,8.7
2020s,toi-1799,1,1.642,4.0
2020s,toi-1801,1,2.079,5.738
2020s,toi-1806,1,3.41,11.5
2020s,toi-1807,1,1.497,2.44
2020s,toi-181,1,6.956,46.169
2020s,toi-1811,1,11.142,308.929
2020s,toi-1820,1,12.778,731.005
2020s,toi-1823,1,7.541,67.4
2020s,toi-1824,1,2.744,16.0
2020s,toi-1842,1,12.349,89.4
2020s,toi-1846,1,1.792,3.87
2020s,toi-1853,1,3.46,73.2
2020s,toi-1855,1,18.495,360.1
2020s,toi-1859,1,9.752,68.6
2020s,toi-1860,1,1.31,2.27
2020s,toi-1883,1,5.65,27.2
2020s,toi-1898,1,9.396,129.0
2020s,toi-1899,1,11.097,212.945
2020s,toi-1937 a,1,13.978,638.835
2020s,toi-198,1,1.44,2.67
2020s,toi-1994,1,13.675,7024.008
2020s,toi-2005,1,11.994,2034.102
2020s,toi-2010,1,11.814,408.727
2020s,toi-2018,1,2.268,9.2
2020s,toi-2019,1,5.333,34.4
2020s,toi-2025,1,11.893,1144.182
2020s,toi-2031 a,1,14.202,254.263
2020s,toi-2046,1,16.141,731.005
2020s,toi-2048,1,2.61,7.32
2020s,toi-206,1,1.3,2.24
2020s,toi-2068,1,1.821,3.97
2020s,toi-2081,1,2.04,4.82
2020s,toi-2084,1,2.47,6.66
2020s,toi-2088,1,3.683,37.0
2020s,toi-2107,1,13.574,263.798
2020s,toi-2109,1,15.098,1595.499
2020s,toi-2120,1,2.122,6.8
2020s,toi-2128,1,2.089,4.5
2020s,toi-2136,1,2.19,6.37
2020s,toi-2145,1,12.419,1767.0
2020s,toi-2152,1,14.359,899.454
2020s,toi-2154,1,16.287,292.402
2020s,toi-2158,1,10.761,260.619
2020s,toi-2169 a,1,12.509,329.588
2020s,toi-2180,1,11.321,875.617
2020s,toi-2184,1,11.4,206.588
2020s,toi-2193 a,1,19.84,298.759
2020s,toi-2194,1,1.989,4.61
2020s,toi-2196,1,3.51,26.0
2020s,toi-220,1,3.03,13.8
2020s,toi-2207,1,11.153,203.41
2020s,toi-2211,1,1.561,3.06
2020s,toi-2236,1,14.37,502.169
2020s,toi-2257,1,2.194,5.45
2020s,toi-2260,1,1.62,3.26
2020s,toi-2266,1,1.54,2.99
2020s,toi-2274,1,2.45,6.57
2020s,toi-2285,1,1.77,19.5
2020s,toi-2328,1,9.976,50.853
2020s,toi-2337,1,10.088,508.525
2020s,toi-2338,1,11.209,1900.614
2020s,toi-2346,1,16.119,394.107
2020s,toi-2364,1,8.608,71.511
2020s,toi-2368,1,10.839,206.588
2020s,toi-237,1,1.44,2.67
2020s,toi-2373,1,10.424,2955.804
2020s,toi-2374,1,6.81,56.64
2020s,toi-2379,1,11.725,1830.692
2020s,toi-2382,1,12.251,235.193
2020s,toi-2384,1,11.489,624.851
2020s,toi-2406,1,2.86,15.6
2020s,toi-2407,1,4.26,16.8
2020s,toi-2411,1,1.68,3.46
2020s,toi-2416,1,9.864,953.485
2020s,toi-2420,1,15.02,294.627
2020s,toi-2421,1,10.368,105.837
2020s,toi-2427,1,1.8,3.89
2020s,toi-244,1,1.52,2.68
2020s,toi-2443,1,2.363,4.8
2020s,toi-2445,1,1.25,2.1
2020s,toi-2447,1,9.606,124.907
2020s,toi-2449,1,11.24,222.0
2020s,toi-2459,1,2.953,9.03
2020s,toi-2485,1,12.139,766.602
2020s,toi-2497,1,11.142,1531.933
2020s,toi-2498,1,6.06,34.62
2020s,toi-251,1,2.74,317.83
2020s,toi-2524,1,11.209,203.41
2020s,toi-2529,1,11.545,743.718
2020s,toi-2545,1,2.75,8.0
2020s,toi-2567,1,10.929,63.884
2020s,toi-257,1,7.163,43.86
2020s,toi-2570,1,13.641,260.619
2020s,toi-2580,1,17.374,200.232
2020s,toi-2583 a,1,14.46,79.457
2020s,toi-2587 a,1,12.072,69.287
2020s,toi-2589,1,12.106,1112.399
2020s,toi-260,1,1.71,4.23
2020s,toi-261,1,3.045,9.51
2020s,toi-262,1,2.07,4.94
2020s,toi-2641,1,18.103,122.682
2020s,toi-2669,1,19.728,193.875
2020s,toi-269,1,2.77,8.8
2020s,toi-2714,1,13.72,228.0
2020s,toi-2719,1,5.98,29.9
2020s,toi-2768,1,2.63,7.41
2020s,toi-277,1,2.65,7.51
2020s,toi-2796,1,17.262,139.844
2020s,toi-2803 a,1,18.114,309.883
2020s,toi-2818,1,15.278,225.658
2020s,toi-283,1,2.34,6.54
2020s,toi-2842,1,12.845,117.597
2020s,toi-2876,1,9.64,54.031
2020s,toi-2886,1,18.641,444.96
2020s,toi-2969,1,12.33,368.681
2020s,toi-2977,1,13.159,533.952
2020s,toi-2981,1,13.4,638.0
2020s,toi-2986,1,9.292,96.62
2020s,toi-2989,1,12.554,953.485
2020s,toi-2992,1,13.753,1058.369
2020s,toi-3023,1,16.432,197.054
2020s,toi-3071,1,7.16,68.2
2020s,toi-3082,1,3.662,13.0
2020s,toi-3135,1,13.653,327.363
2020s,toi-3160 a,1,13.765,378.216
2020s,toi-3235,1,11.4,211.356
2020s,toi-3261,1,3.82,30.3
2020s,toi-3288,1,11.209,670.618
2020s,toi-329,1,4.941,40.4
2020s,toi-332,1,3.2,57.2
2020s,toi-3321,1,15.558,176.077
2020s,toi-333,1,4.26,20.1
2020s,toi-3331 a,1,12.98,721.47
2020s,toi-3353,1,2.667,7.59
2020s,toi-3362,1,12.801,1598.359
2020s,toi-3364,1,12.229,530.773
2020s,toi-3464,1,13.765,397.286
2020s,toi-3474,1,14.673,193.875
2020s,toi-3486,1,10.57,99.162
2020s,toi-3493,1,3.22,8.97
2020s,toi-3523 a,1,15.973,435.425
2020s,toi-3540 a,1,23.539,375.038
2020s,toi-3568,1,5.3,26.4
2020s,toi-3593,1,11.03,565.735
2020s,toi-3629,1,8.295,82.635
2020s,toi-3682,1,12.801,69.287
2020s,toi-3688 a,1,13.081,311.472
2020s,toi-3693,1,12.599,324.185
2020s,toi-3714,1,11.321,222.48
2020s,toi-3757,1,12.0,85.3
2020s,toi-3785,1,5.14,14.95
2020s,toi-3807,1,18.495,330.542
2020s,toi-3819,1,13.137,352.79
2020s,toi-3837,1,10.873,187.519
2020s,toi-3856,1,13.596,171.627
2020s,toi-3877,1,11.68,99.798
2020s,toi-3884,1,6.43,32.59
2020s,toi-3894,1,15.278,260.619
2020s,toi-3912,1,14.28,129.038
2020s,toi-3919,1,12.319,1233.174
2020s,toi-3976 a,1,12.274,55.62
2020s,toi-3980,1,14.46,187.519
2020s,toi-3984 a,1,7.9,44.0
2020s,toi-4087,1,13.047,232.015
2020s,toi-4127,1,12.285,731.005
2020s,toi-4137,1,13.574,457.673
2020s,toi-4145 a,1,13.305,136.666
2020s,toi-4153,1,16.119,365.503
2020s,toi-4155,1,3.21,10.4
2020s,toi-4184,1,2.43,6.48
2020s,toi-4201,1,13.675,788.214
2020s,toi-4214,1,10.682,165.271
2020s,toi-4308,1,2.419,6.43
2020s,toi-4329,1,16.813,143.023
2020s,toi-4336 a,1,2.12,5.14
2020s,toi-4364,1,2.01,4.7
2020s,toi-4377,1,15.11,304.162
2020s,toi-4379,1,16.69,353.743
2020s,toi-4406,1,11.209,95.349
2020s,toi-4438,1,2.52,5.4
2020s,toi-444,1,2.77,8.1
2020s,toi-4443,1,1.719,3.6
2020s,toi-4463 a,1,13.26,252.356
2020s,toi-4465,1,14.011,1872.009
2020s,toi-4479,1,2.82,8.35
2020s,toi-4487 a,1,14.605,397.286
2020s,toi-4495,1,3.63,12.8
2020s,toi-4507,1,8.2,20.0
2020s,toi-4515,1,12.17,637.0
2020s,toi-4527,1,0.909,0.689
2020s,toi-4551,1,11.859,473.564
2020s,toi-4559,1,1.415,2.59
2020s,toi-4582,1,10.536,168.449
2020s,toi-4602,1,2.55,7.04
2020s,toi-4603,1,11.68,4096.808
2020s,toi-4633,1,3.2,123.0
2020s,toi-4638,1,2.933,8.92
2020s,toi-4641,1,8.183,1229.996
2020s,toi-4666,1,12.442,222.48
2020s,toi-470,1,4.34,17.4
2020s,toi-4734,1,10.918,61.659
2020s,toi-4773,1,15.222,1687.669
2020s,toi-4791,1,12.442,734.184
2020s,toi-4794,1,14.359,308.294
2020s,toi-480,1,2.854,20.8
2020s,toi-481,1,11.097,486.28
2020s,toi-4860,1,8.7,86.7
2020s,toi-4914,1,12.87,227.0
2020s,toi-4940,1,6.61,89.0
2020s,toi-4961,1,12.341,572.091
2020s,toi-4994,1,8.541,88.992
2020s,toi-5005,1,6.25,32.7
2020s,toi-5027,1,10.761,642.013
2020s,toi-5076,1,3.489,16.146
2020s,toi-5082,1,2.548,7.03
2020s,toi-5108,1,6.6,32.0
2020s,toi-5110,1,11.982,921.702
2020s,toi-512,1,1.54,3.57
2020s,toi-5143,1,16.253,
2020s,toi-5153,1,11.882,1036.121
2020s,toi-5174,1,5.351,24.8
2020s,toi-5181 a,1,13.35,330.542
2020s,toi-519,1,11.545,147.155
2020s,toi-5205,1,11.6,343.0
2020s,toi-521,1,1.98,5.3
2020s,toi-5210,1,10.727,82.0
2020s,toi-5218,1,9.86,657.0
2020s,toi-5232,1,12.778,743.718
2020s,toi-5238,1,5.22,23.7
2020s,toi-5261,1,11.601,3651.848
2020s,toi-5293 a,1,11.9,170.4
2020s,toi-530,1,9.303,127.131
2020s,toi-5300,1,9.864,190.697
2020s,toi-5301,1,13.092,1182.322
2020s,toi-5319,1,2.83,8.4
2020s,toi-532,1,5.82,61.5
2020s,toi-5322,1,16.612,184.023
2020s,toi-5340,1,15.076,270.154
2020s,toi-5344,1,10.604,130.945
2020s,toi-5349,1,10.2,127.4
2020s,toi-5350,1,12.42,2094.489
2020s,toi-5386 a,1,14.706,155.1
2020s,toi-5388,1,1.894,4.25
2020s,toi-540,1,0.903,0.674
2020s,toi-5422,1,9.102,8899.195
2020s,toi-5542,1,11.31,419.533
2020s,toi-5573,1,9.75,112.0
2020s,toi-558,1,12.173,1147.361
2020s,toi-559,1,12.229,1910.149
2020s,toi-5592,1,17.15,285.728
2020s,toi-5616,1,10.78,624.0
2020s,toi-5634 a,1,10.42,588.0
2020s,toi-564,1,11.433,464.985
2020s,toi-5678,1,4.91,20.0
2020s,toi-5688 a,1,10.3,124.0
2020s,toi-5704,1,3.227,10.5
2020s,toi-5713,1,1.77,3.78
2020s,toi-5716,1,0.96,0.84
2020s,toi-5720,1,1.09,4.3
2020s,toi-5726,1,2.554,7.05
2020s,toi-5728,1,1.31,2.27
2020s,toi-5736,1,1.56,3.05
2020s,toi-5786,1,8.54,73.0
2020s,toi-5795,1,5.62,23.66
2020s,toi-5800,1,2.46,9.5
2020s,toi-5803,1,3.273,10.7
2020s,toi-5817,1,3.08,10.3
2020s,toi-5882,1,11.467,6995.403
2020s,toi-6000,1,0.94,0.779
2020s,toi-6002,1,1.65,3.36
2020s,toi-6008,1,1.03,4.0
2020s,toi-6016,1,13.675,371.859
2020s,toi-6029,1,14.392,519.649
2020s,toi-6034,1,11.92,254.0
2020s,toi-6038 a,1,6.41,78.5
2020s,toi-6086,1,1.18,1.76
2020s,toi-6130,1,14.347,333.72
2020s,toi-615,1,18.977,138.255
2020s,toi-620,1,3.76,13.6
2020s,toi-622,1,9.236,96.302
2020s,toi-6223,1,5.07,22.6
2020s,toi-6255,1,1.079,1.44
2020s,toi-628,1,11.882,2011.864
2020s,toi-6303,1,11.59,2493.0
2020s,toi-6324,1,1.059,1.17
2020s,toi-6330,1,10.89,3179.0
2020s,toi-6383 a,1,11.29,331.0
2020s,toi-640,1,19.279,181.162
2020s,toi-6420,1,11.938,2606.193
2020s,toi-6448,1,8.474,54.0
2020s,toi-6478,1,4.6,19.2
2020s,toi-654,1,2.378,8.71
2020s,toi-6628,1,10.985,235.193
2020s,toi-6651,1,5.09,61.0
2020s,toi-669,1,2.586,10.0
2020s,toi-672,1,5.26,24.1
2020s,toi-674,1,5.25,23.6
2020s,toi-677,1,13.115,392.2
2020s,toi-6894,1,9.584,53.395
2020s,toi-7041,1,11.433,114.418
2020s,toi-7149,1,13.2,224.0
2020s,toi-715,1,1.55,3.02
2020s,toi-7166,1,2.01,4.7
2020s,toi-733,1,1.992,5.72
2020s,toi-757,1,2.5,10.5
2020s,toi-762 a,1,8.339,79.775
2020s,toi-778,1,15.4,878.0
2020s,toi-782,1,2.734,19.1
2020s,toi-813,1,6.71,36.4
2020s,toi-824,1,2.926,18.467
2020s,toi-833,1,1.27,2.15
2020s,toi-837,1,9.169,120.457
2020s,toi-849,1,3.64,41.8
2020s,toi-858 b,1,14.067,349.611
2020s,toi-871,1,1.664,3.41
2020s,toi-892,1,11.994,301.939
2020s,toi-905,1,13.126,211.993
2020s,toi-907,1,9.616,67.0
2020s,toi-908,1,3.186,16.137
2020s,toi-912,1,1.93,5.1
2020s,toi-913,1,2.453,6.59
2020s,toi-954,1,9.55,55.302
2020s,tyc 0434-04538-1,1,12.7,1938.763
2020s,tyc 2187-512-1,1,12.5,104.883
2020s,ucac3 113-933,1,12.1,6674.397
2020s,ucac4 328-061594,1,12.1,6674.397
2020s,ups leo,1,14.2,162.092
2020s,v2376 ori,1,87.206,6356.568
2020s,wasp-102,1,14.908,197.689
2020s,wasp-107,1,13.2,115.0
2020s,wasp-108,1,15.132,283.503
2020s,wasp-110,1,13.193,154.782
2020s,wasp-116,1,13.675,203.41
2020s,wasp-149,1,15.244,314.968
2020s,wasp-150,1,11.994,2688.842
2020s,wasp-154,1,10.761,198.961
2020s,wasp-155,1,13.451,276.829
2020s,wasp-176,1,16.87,271.745
2020s,wasp-186,1,12.442,1341.243
2020s,wasp-187,1,18.383,254.264
2020s,wasp-188,1,14.818,458.626
2020s,wasp-189,1,18.147,632.479
2020s,wasp-193,1,14.785,35.597
2020s,wasp-194,1,15.48,373.131
2020s,wasp-195,1,10.312,33.054
2020s,wasp-197,1,14.448,403.324
2020s,wasp-84,1,1.95,15.2
2020s,wd 1856+534,1,10.4,4386.054
2020s,wendelstein-1,1,11.561,188.155
2020s,wendelstein-2,1,12.993,232.334
2020s,wise j033605.05-014350.4,1,12.6,2622.084
2020s,wispit 2,1,17.934,1541.468
2020s,wolf 1069,1,1.08,1.26
2020s,wolf 327,1,1.24,2.53
2020s,ztf j1230-2655,1,13.787,7024.008
2020s,ztf j1828+2308,1,11.131,6356.568
